split,baseline,mean_f1_diff_vs_v5,paired_t_approx,normal_approx_p,seeds
valid_clock_skew,pca_reconstruction_audit,0.0000,0.0000,1.0000,8
valid_clock_skew,conformal_residual_ensemble,0.0000,0.0000,1.0000,8
valid_clock_skew,calibrated_learned_stack,0.0000,0.0000,1.0000,8
valid_clock_skew,physics_violation_audit,0.0000,0.0000,1.0000,8
valid_clock_skew,oracle_violation_labels,0.0000,0.0000,1.0000,8
valid_low_friction_slip,random_flagger,0.0000,0.0000,1.0000,8
valid_low_friction_slip,kinematic_residual_threshold,0.0000,0.0000,1.0000,8
valid_low_friction_slip,energy_residual_threshold,0.0000,0.0000,1.0000,8
valid_low_friction_slip,contact_impulse_threshold,0.0000,0.0000,1.0000,8
valid_low_friction_slip,max_residual_detector,0.0000,0.0000,1.0000,8
valid_low_friction_slip,logistic_residual_stack,0.0000,0.0000,1.0000,8
valid_low_friction_slip,hgb_failure_classifier,0.0000,0.0000,1.0000,8
valid_low_friction_slip,random_forest_ensemble,0.0000,0.0000,1.0000,8
valid_low_friction_slip,isolation_forest_detector,0.0000,0.0000,1.0000,8
valid_low_friction_slip,pca_reconstruction_audit,0.0000,0.0000,1.0000,8
valid_low_friction_slip,conformal_residual_ensemble,0.0000,0.0000,1.0000,8
valid_low_friction_slip,calibrated_learned_stack,0.0000,0.0000,1.0000,8
valid_low_friction_slip,physics_violation_audit,0.0000,0.0000,1.0000,8
valid_low_friction_slip,oracle_violation_labels,0.0000,0.0000,1.0000,8
contact_corruption,random_flagger,-0.7554,-21.4776,0.0000,8
contact_corruption,kinematic_residual_threshold,0.0000,0.0000,1.0000,8
contact_corruption,energy_residual_threshold,0.0000,0.0000,1.0000,8
contact_corruption,contact_impulse_threshold,-1.0000,-1000000.0000,0.0000,8
contact_corruption,max_residual_detector,0.0000,0.0000,1.0000,8
contact_corruption,logistic_residual_stack,-1.0000,-1000000.0000,0.0000,8
contact_corruption,hgb_failure_classifier,-1.0000,-1000000.0000,0.0000,8
contact_corruption,random_forest_ensemble,-1.0000,-1000000.0000,0.0000,8
contact_corruption,isolation_forest_detector,-1.0000,-1000000.0000,0.0000,8
contact_corruption,pca_reconstruction_audit,-1.0000,-1000000.0000,0.0000,8
contact_corruption,conformal_residual_ensemble,-1.0000,-1000000.0000,0.0000,8
contact_corruption,calibrated_learned_stack,-1.0000,-1000000.0000,0.0000,8
contact_corruption,physics_violation_audit,0.0000,0.0000,1.0000,8
contact_corruption,oracle_violation_labels,-1.0000,-1000000.0000,0.0000,8
energy_work_corruption,random_flagger,-0.3508,-5.2451,0.0000,8
energy_work_corruption,kinematic_residual_threshold,-0.6552,-9.5186,0.0000,8
energy_work_corruption,energy_residual_threshold,-0.6552,-9.5186,0.0000,8
energy_work_corruption,contact_impulse_threshold,0.3448,5.0089,0.0000,8
energy_work_corruption,max_residual_detector,0.0000,0.0000,1.0000,8
energy_work_corruption,logistic_residual_stack,-0.5905,-6.8063,0.0000,8
energy_work_corruption,hgb_failure_classifier,-0.6552,-9.5186,0.0000,8
energy_work_corruption,random_forest_ensemble,-0.6552,-9.5186,0.0000,8
energy_work_corruption,isolation_forest_detector,0.0446,0.4135,0.6792,8
energy_work_corruption,pca_reconstruction_audit,-0.6552,-9.5186,0.0000,8
energy_work_corruption,conformal_residual_ensemble,-0.6552,-9.5186,0.0000,8
energy_work_corruption,calibrated_learned_stack,-0.6552,-9.5186,0.0000,8
energy_work_corruption,physics_violation_audit,0.0000,0.0000,1.0000,8
energy_work_corruption,oracle_violation_labels,-0.6552,-9.5186,0.0000,8
support_levitation,random_flagger,-0.6745,-11.8452,0.0000,8
support_levitation,kinematic_residual_threshold,-1.0000,-1000000.0000,0.0000,8
support_levitation,energy_residual_threshold,-0.4901,-8.2370,0.0000,8
support_levitation,contact_impulse_threshold,0.0000,0.0000,1.0000,8
support_levitation,max_residual_detector,0.0000,0.0000,1.0000,8
support_levitation,logistic_residual_stack,-1.0000,-1000000.0000,0.0000,8
support_levitation,hgb_failure_classifier,-1.0000,-1000000.0000,0.0000,8
support_levitation,random_forest_ensemble,-1.0000,-1000000.0000,0.0000,8
support_levitation,isolation_forest_detector,-0.0167,-1.0000,0.3173,8
support_levitation,pca_reconstruction_audit,-1.0000,-1000000.0000,0.0000,8
support_levitation,conformal_residual_ensemble,-1.0000,-1000000.0000,0.0000,8
support_levitation,calibrated_learned_stack,-1.0000,-1000000.0000,0.0000,8
support_levitation,physics_violation_audit,0.0000,0.0000,1.0000,8
support_levitation,oracle_violation_labels,-1.0000,-1000000.0000,0.0000,8
actuator_saturation,random_flagger,-0.3405,-4.7776,0.0000,8
actuator_saturation,kinematic_residual_threshold,0.3453,4.9569,0.0000,8
actuator_saturation,energy_residual_threshold,0.3453,4.9569,0.0000,8
actuator_saturation,contact_impulse_threshold,0.3287,4.6045,0.0000,8
actuator_saturation,max_residual_detector,-0.0167,-1.0000,0.3173,8
actuator_saturation,logistic_residual_stack,-0.5283,-5.2778,0.0000,8
actuator_saturation,hgb_failure_classifier,-0.6547,-9.3969,0.0000,8
actuator_saturation,random_forest_ensemble,-0.6547,-9.3969,0.0000,8
actuator_saturation,isolation_forest_detector,0.3453,4.9569,0.0000,8
actuator_saturation,pca_reconstruction_audit,-0.6547,-9.3969,0.0000,8
actuator_saturation,conformal_residual_ensemble,-0.4286,-4.8393,0.0000,8
actuator_saturation,calibrated_learned_stack,-0.6547,-9.3969,0.0000,8
actuator_saturation,physics_violation_audit,-0.0167,-1.0000,0.3173,8
actuator_saturation,oracle_violation_labels,-0.6547,-9.3969,0.0000,8
noncausal_teleport,random_flagger,0.3356,7.8340,0.0000,8
noncausal_teleport,kinematic_residual_threshold,0.0000,0.0000,1.0000,8
noncausal_teleport,energy_residual_threshold,1.0000,1000000.0000,0.0000,8
noncausal_teleport,contact_impulse_threshold,1.0000,1000000.0000,0.0000,8
noncausal_teleport,max_residual_detector,0.0000,0.0000,1.0000,8
noncausal_teleport,logistic_residual_stack,0.0046,1.0000,0.3173,8
noncausal_teleport,hgb_failure_classifier,0.0000,0.0000,1.0000,8
noncausal_teleport,random_forest_ensemble,0.0000,0.0000,1.0000,8
noncausal_teleport,isolation_forest_detector,1.0000,1000000.0000,0.0000,8
noncausal_teleport,pca_reconstruction_audit,0.0000,0.0000,1.0000,8
noncausal_teleport,conformal_residual_ensemble,0.0000,0.0000,1.0000,8
noncausal_teleport,calibrated_learned_stack,0.0000,0.0000,1.0000,8
noncausal_teleport,physics_violation_audit,0.0000,0.0000,1.0000,8
noncausal_teleport,oracle_violation_labels,0.0000,0.0000,1.0000,8
combined_violation_shift,random_flagger,0.3683,16.7918,0.0000,8
combined_violation_shift,kinematic_residual_threshold,0.0000,0.0000,1.0000,8
combined_violation_shift,energy_residual_threshold,0.0000,0.0000,1.0000,8
combined_violation_shift,contact_impulse_threshold,1.0000,1000000.0000,0.0000,8
combined_violation_shift,max_residual_detector,0.0000,0.0000,1.0000,8
combined_violation_shift,logistic_residual_stack,0.0000,0.0000,1.0000,8
combined_violation_shift,hgb_failure_classifier,0.0000,0.0000,1.0000,8
combined_violation_shift,random_forest_ensemble,0.0000,0.0000,1.0000,8
combined_violation_shift,isolation_forest_detector,0.0000,0.0000,1.0000,8
combined_violation_shift,pca_reconstruction_audit,0.0000,0.0000,1.0000,8
combined_violation_shift,conformal_residual_ensemble,0.0000,0.0000,1.0000,8
combined_violation_shift,calibrated_learned_stack,0.0000,0.0000,1.0000,8
combined_violation_shift,physics_violation_audit,0.0000,0.0000,1.0000,8
combined_violation_shift,oracle_violation_labels,0.0000,0.0000,1.0000,8
subtle_contact_corruption,random_flagger,-0.7253,-16.5811,0.0000,8
subtle_contact_corruption,kinematic_residual_threshold,0.0000,0.0000,1.0000,8
subtle_contact_corruption,energy_residual_threshold,0.0000,0.0000,1.0000,8
subtle_contact_corruption,contact_impulse_threshold,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,max_residual_detector,0.0000,0.0000,1.0000,8
subtle_contact_corruption,logistic_residual_stack,-0.9511,-50.3127,0.0000,8
subtle_contact_corruption,hgb_failure_classifier,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,random_forest_ensemble,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,isolation_forest_detector,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,pca_reconstruction_audit,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,conformal_residual_ensemble,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,calibrated_learned_stack,-1.0000,-1000000.0000,0.0000,8
subtle_contact_corruption,physics_violation_audit,0.0000,0.0000,1.0000,8
subtle_contact_corruption,oracle_violation_labels,-1.0000,-1000000.0000,0.0000,8
subtle_energy_corruption,random_flagger,-0.7200,-13.4695,0.0000,8
subtle_energy_corruption,kinematic_residual_threshold,0.0000,0.0000,1.0000,8
subtle_energy_corruption,energy_residual_threshold,0.0000,0.0000,1.0000,8
subtle_energy_corruption,contact_impulse_threshold,-0.0333,-1.5275,0.1266,8
subtle_energy_corruption,max_residual_detector,0.0000,0.0000,1.0000,8
subtle_energy_corruption,logistic_residual_stack,-0.0167,-1.0000,0.3173,8
subtle_energy_corruption,hgb_failure_classifier,-1.0000,-1000000.0000,0.0000,8
subtle_energy_corruption,random_forest_ensemble,-1.0000,-1000000.0000,0.0000,8
subtle_energy_corruption,isolation_forest_detector,0.0000,0.0000,1.0000,8
subtle_energy_corruption,pca_reconstruction_audit,-0.8058,-37.4510,0.0000,8
subtle_energy_corruption,conformal_residual_ensemble,0.0000,0.0000,1.0000,8
subtle_energy_corruption,calibrated_learned_stack,-1.0000,-1000000.0000,0.0000,8
subtle_energy_corruption,physics_violation_audit,0.0000,0.0000,1.0000,8
subtle_energy_corruption,oracle_violation_labels,-1.0000,-1000000.0000,0.0000,8
timestamp_noncausal_corruption,random_flagger,-0.0171,-0.3016,0.7629,8
timestamp_noncausal_corruption,kinematic_residual_threshold,0.5098,13.4485,0.0000,8
timestamp_noncausal_corruption,energy_residual_threshold,0.6810,16.0558,0.0000,8
timestamp_noncausal_corruption,contact_impulse_threshold,0.6810,16.0558,0.0000,8
timestamp_noncausal_corruption,max_residual_detector,-0.0063,-1.0000,0.3173,8
timestamp_noncausal_corruption,logistic_residual_stack,-0.1284,-1.9698,0.0489,8
timestamp_noncausal_corruption,hgb_failure_classifier,-0.3190,-7.5197,0.0000,8
timestamp_noncausal_corruption,random_forest_ensemble,-0.3190,-7.5197,0.0000,8
timestamp_noncausal_corruption,isolation_forest_detector,0.6810,16.0558,0.0000,8
timestamp_noncausal_corruption,pca_reconstruction_audit,-0.3190,-7.5197,0.0000,8
timestamp_noncausal_corruption,conformal_residual_ensemble,0.0718,1.1748,0.2401,8
timestamp_noncausal_corruption,calibrated_learned_stack,-0.3190,-7.5197,0.0000,8
timestamp_noncausal_corruption,physics_violation_audit,-0.0063,-1.0000,0.3173,8
timestamp_noncausal_corruption,oracle_violation_labels,-0.3190,-7.5197,0.0000,8
adversarial_compensated_violation,random_flagger,0.1171,1.5539,0.1202,8
adversarial_compensated_violation,kinematic_residual_threshold,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,energy_residual_threshold,0.2604,2.5684,0.0102,8
adversarial_compensated_violation,contact_impulse_threshold,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,max_residual_detector,0.0000,0.0000,1.0000,8
adversarial_compensated_violation,logistic_residual_stack,-0.2612,-5.0978,0.0000,8
adversarial_compensated_violation,hgb_failure_classifier,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,random_forest_ensemble,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,isolation_forest_detector,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,pca_reconstruction_audit,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,conformal_residual_ensemble,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,calibrated_learned_stack,-0.2705,-5.6216,0.0000,8
adversarial_compensated_violation,physics_violation_audit,0.0000,0.0000,1.0000,8
adversarial_compensated_violation,oracle_violation_labels,-0.2705,-5.6216,0.0000,8
mixed_near_threshold,random_flagger,-0.6369,-11.7251,0.0000,8
mixed_near_threshold,kinematic_residual_threshold,-0.9515,-57.2699,0.0000,8
mixed_near_threshold,energy_residual_threshold,-0.0167,-1.0000,0.3173,8
mixed_near_threshold,contact_impulse_threshold,0.0000,0.0000,1.0000,8
mixed_near_threshold,max_residual_detector,0.0000,0.0000,1.0000,8
mixed_near_threshold,logistic_residual_stack,-1.0000,-1000000.0000,0.0000,8
mixed_near_threshold,hgb_failure_classifier,-1.0000,-1000000.0000,0.0000,8
mixed_near_threshold,random_forest_ensemble,-1.0000,-1000000.0000,0.0000,8
mixed_near_threshold,isolation_forest_detector,-0.0792,-1.9464,0.0516,8
mixed_near_threshold,pca_reconstruction_audit,-1.0000,-1000000.0000,0.0000,8
mixed_near_threshold,conformal_residual_ensemble,0.0000,0.0000,1.0000,8
mixed_near_threshold,calibrated_learned_stack,-1.0000,-1000000.0000,0.0000,8
mixed_near_threshold,physics_violation_audit,0.0000,0.0000,1.0000,8
mixed_near_threshold,oracle_violation_labels,-1.0000,-1000000.0000,0.0000,8
