method,split,precision,recall,f1,accuracy,false_positive_rate,flag_rate,positive_rate,auroc,auprc,score_mean,episodes,seeds
contact_impulse_threshold,timestamp_noncausal_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0180,112,8
contact_impulse_threshold,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,112,8
contact_impulse_threshold,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,112,8
energy_residual_threshold,actuator_saturation,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.4069,112,8
energy_residual_threshold,adversarial_compensated_violation,1.0000,0.3214,0.4865,0.3214,0.0000,0.3214,1.0000,0.0000,1.0000,3.3121,112,8
energy_residual_threshold,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,6.9012,112,8
energy_residual_threshold,contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.4607,112,8
energy_residual_threshold,energy_work_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,8.5407,112,8
energy_residual_threshold,mixed_near_threshold,1.0000,0.0089,0.0177,0.0089,0.0000,0.0089,1.0000,0.0000,1.0000,2.5967,112,8
energy_residual_threshold,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6042,112,8
energy_residual_threshold,noncausal_teleport,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.4545,112,8
energy_residual_threshold,rare_valid_bounce,0.0000,0.0000,0.0000,0.7321,0.2679,0.2679,0.0000,0.0000,0.0000,2.8890,112,8
energy_residual_threshold,subtle_contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.4300,112,8
energy_residual_threshold,subtle_energy_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,1.7219,112,8
energy_residual_threshold,support_levitation,1.0000,0.3393,0.5067,0.3393,0.0000,0.3393,1.0000,0.0000,1.0000,3.3376,112,8
energy_residual_threshold,timestamp_noncausal_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.4257,112,8
energy_residual_threshold,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6044,112,8
energy_residual_threshold,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5806,112,8
hgb_failure_classifier,actuator_saturation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9990,112,8
hgb_failure_classifier,adversarial_compensated_violation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9994,112,8
hgb_failure_classifier,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9900,112,8
hgb_failure_classifier,contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9999,112,8
hgb_failure_classifier,energy_work_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
hgb_failure_classifier,mixed_near_threshold,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9999,112,8
hgb_failure_classifier,nominal_valid,0.0000,0.0000,0.0000,0.9018,0.0982,0.0982,0.0000,0.0000,0.0000,0.0230,112,8
hgb_failure_classifier,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9998,112,8
hgb_failure_classifier,rare_valid_bounce,0.0000,0.0000,0.0000,0.8214,0.1786,0.1786,0.0000,0.0000,0.0000,0.1206,112,8
hgb_failure_classifier,subtle_contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9999,112,8
hgb_failure_classifier,subtle_energy_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9998,112,8
hgb_failure_classifier,support_levitation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9998,112,8
hgb_failure_classifier,timestamp_noncausal_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9999,112,8
hgb_failure_classifier,valid_clock_skew,0.0000,0.0000,0.0000,0.8839,0.1161,0.1161,0.0000,0.0000,0.0000,0.0113,112,8
hgb_failure_classifier,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,112,8
isolation_forest_detector,actuator_saturation,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.5406,112,8
isolation_forest_detector,adversarial_compensated_violation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.6750,112,8
isolation_forest_detector,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.6672,112,8
isolation_forest_detector,contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.6593,112,8
isolation_forest_detector,energy_work_corruption,1.0000,0.1875,0.3158,0.1875,0.0000,0.1875,1.0000,0.0000,1.0000,0.6106,112,8
isolation_forest_detector,mixed_near_threshold,1.0000,0.0446,0.0855,0.0446,0.0000,0.0446,1.0000,0.0000,1.0000,0.6072,112,8
isolation_forest_detector,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4272,112,8
isolation_forest_detector,noncausal_teleport,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.5708,112,8
isolation_forest_detector,rare_valid_bounce,0.0000,0.0000,0.0000,0.8661,0.1339,0.1339,0.0000,0.0000,0.0000,0.5330,112,8
isolation_forest_detector,subtle_contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.6585,112,8
isolation_forest_detector,subtle_energy_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.4991,112,8
isolation_forest_detector,support_levitation,1.0000,0.0089,0.0177,0.0089,0.0000,0.0089,1.0000,0.0000,1.0000,0.5671,112,8
isolation_forest_detector,timestamp_noncausal_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.5667,112,8
isolation_forest_detector,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4457,112,8
isolation_forest_detector,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4092,112,8
kinematic_residual_threshold,actuator_saturation,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,1.6701,112,8
kinematic_residual_threshold,adversarial_compensated_violation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,2.5629,112,8
kinematic_residual_threshold,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,6.5846,112,8
kinematic_residual_threshold,contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.7846,112,8
kinematic_residual_threshold,energy_work_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,3.7095,112,8
kinematic_residual_threshold,mixed_near_threshold,1.0000,0.9107,0.9533,0.9107,0.0000,0.9107,1.0000,0.0000,1.0000,2.1639,112,8
kinematic_residual_threshold,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8471,112,8
kinematic_residual_threshold,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,2.7979,112,8
kinematic_residual_threshold,rare_valid_bounce,0.0000,0.0000,0.0000,0.7857,0.2143,0.2143,0.0000,0.0000,0.0000,1.8357,112,8
kinematic_residual_threshold,subtle_contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.6582,112,8
kinematic_residual_threshold,subtle_energy_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,1.4818,112,8
kinematic_residual_threshold,support_levitation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,2.8213,112,8
kinematic_residual_threshold,timestamp_noncausal_corruption,1.0000,0.0982,0.1789,0.0982,0.0000,0.0982,1.0000,0.0000,1.0000,1.8226,112,8
kinematic_residual_threshold,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8666,112,8
kinematic_residual_threshold,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8316,112,8
logistic_residual_stack,actuator_saturation,1.0000,0.7857,0.8800,0.7857,0.0000,0.7857,1.0000,0.0000,1.0000,0.7795,112,8
logistic_residual_stack,adversarial_compensated_violation,1.0000,0.9821,0.9910,0.9821,0.0000,0.9821,1.0000,0.0000,1.0000,0.8910,112,8
logistic_residual_stack,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9999,112,8
logistic_residual_stack,contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9978,112,8
logistic_residual_stack,energy_work_corruption,1.0000,0.8839,0.9384,0.8839,0.0000,0.8839,1.0000,0.0000,1.0000,0.8596,112,8
logistic_residual_stack,mixed_near_threshold,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.8660,112,8
logistic_residual_stack,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2407,112,8
logistic_residual_stack,noncausal_teleport,1.0000,0.9911,0.9955,0.9911,0.0000,0.9911,1.0000,0.0000,1.0000,0.9444,112,8
logistic_residual_stack,rare_valid_bounce,0.0000,0.0000,0.0000,0.7946,0.2054,0.2054,0.0000,0.0000,0.0000,0.5075,112,8
logistic_residual_stack,subtle_contact_corruption,1.0000,0.9107,0.9533,0.9107,0.0000,0.9107,1.0000,0.0000,1.0000,0.7617,112,8
logistic_residual_stack,subtle_energy_corruption,1.0000,0.0089,0.0177,0.0089,0.0000,0.0089,1.0000,0.0000,1.0000,0.4577,112,8
logistic_residual_stack,support_levitation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9960,112,8
logistic_residual_stack,timestamp_noncausal_corruption,1.0000,0.6875,0.8148,0.6875,0.0000,0.6875,1.0000,0.0000,1.0000,0.7253,112,8
logistic_residual_stack,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2525,112,8
logistic_residual_stack,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1279,112,8
max_residual_detector,actuator_saturation,1.0000,0.2321,0.3768,0.2321,0.0000,0.2321,1.0000,0.0000,1.0000,280.1901,112,8
max_residual_detector,adversarial_compensated_violation,1.0000,0.5893,0.7416,0.5893,0.0000,0.5893,1.0000,0.0000,1.0000,587.6364,112,8
max_residual_detector,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1235.4189,112,8
max_residual_detector,contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,84.8987,112,8
max_residual_detector,energy_work_corruption,1.0000,0.2232,0.3650,0.2232,0.0000,0.2232,1.0000,0.0000,1.0000,274.4024,112,8
max_residual_detector,mixed_near_threshold,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,135.2949,112,8
max_residual_detector,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,166.0810,112,8
max_residual_detector,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,875.9883,112,8
max_residual_detector,rare_valid_bounce,0.0000,0.0000,0.0000,0.9196,0.0804,0.0804,0.0000,0.0000,0.0000,296.9436,112,8
max_residual_detector,subtle_contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,80.7908,112,8
max_residual_detector,subtle_energy_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,131.1800,112,8
max_residual_detector,support_levitation,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,84.8170,112,8
max_residual_detector,timestamp_noncausal_corruption,1.0000,0.5357,0.6977,0.5357,0.0000,0.5357,1.0000,0.0000,1.0000,500.0171,112,8
max_residual_detector,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,165.6306,112,8
max_residual_detector,valid_low_friction_slip,0.0000,0.0000,0.0000,0.7143,0.2857,0.2857,0.0000,0.0000,0.0000,405.4113,112,8
oracle_violation_labels,actuator_saturation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,adversarial_compensated_violation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,energy_work_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,mixed_near_threshold,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112,8
oracle_violation_labels,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,rare_valid_bounce,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112,8
oracle_violation_labels,subtle_contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,subtle_energy_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,support_levitation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,timestamp_noncausal_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,112,8
oracle_violation_labels,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112,8
oracle_violation_labels,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112,8
pca_reconstruction_audit,actuator_saturation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.2377,112,8
pca_reconstruction_audit,adversarial_compensated_violation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.2710,112,8
pca_reconstruction_audit,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,6.2116,112,8
pca_reconstruction_audit,contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,4.7763,112,8
pca_reconstruction_audit,energy_work_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.3109,112,8
pca_reconstruction_audit,mixed_near_threshold,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.4188,112,8
pca_reconstruction_audit,nominal_valid,0.0000,0.0000,0.0000,0.9464,0.0536,0.0536,0.0000,0.0000,0.0000,0.0033,112,8
pca_reconstruction_audit,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.8876,112,8
pca_reconstruction_audit,rare_valid_bounce,0.0000,0.0000,0.0000,0.6696,0.3304,0.3304,0.0000,0.0000,0.0000,0.0153,112,8
pca_reconstruction_audit,subtle_contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.7342,112,8
pca_reconstruction_audit,subtle_energy_corruption,1.0000,0.6786,0.8085,0.6786,0.0000,0.6786,1.0000,0.0000,1.0000,0.0165,112,8
pca_reconstruction_audit,support_levitation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,2.6804,112,8
pca_reconstruction_audit,timestamp_noncausal_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.2075,112,8
pca_reconstruction_audit,valid_clock_skew,0.0000,0.0000,0.0000,0.9464,0.0536,0.0536,0.0000,0.0000,0.0000,0.0034,112,8
pca_reconstruction_audit,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,112,8
physics_violation_audit,actuator_saturation,1.0000,0.2321,0.3768,0.2321,0.0000,0.2321,1.0000,0.0000,1.0000,176.2338,112,8
physics_violation_audit,adversarial_compensated_violation,1.0000,0.5893,0.7416,0.5893,0.0000,0.5893,1.0000,0.0000,1.0000,368.0309,112,8
physics_violation_audit,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,774.9125,112,8
physics_violation_audit,contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,53.3062,112,8
physics_violation_audit,energy_work_corruption,1.0000,0.2232,0.3650,0.2232,0.0000,0.2232,1.0000,0.0000,1.0000,172.3667,112,8
physics_violation_audit,mixed_near_threshold,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,84.9077,112,8
physics_violation_audit,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.0007,112,8
physics_violation_audit,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,548.3514,112,8
physics_violation_audit,rare_valid_bounce,0.0000,0.0000,0.0000,0.9196,0.0804,0.0804,0.0000,0.0000,0.0000,186.0725,112,8
physics_violation_audit,subtle_contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,50.6497,112,8
physics_violation_audit,subtle_energy_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,82.2383,112,8
physics_violation_audit,support_levitation,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,53.5619,112,8
physics_violation_audit,timestamp_noncausal_corruption,1.0000,0.5357,0.6977,0.5357,0.0000,0.5357,1.0000,0.0000,1.0000,313.0149,112,8
physics_violation_audit,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,103.7202,112,8
physics_violation_audit,valid_low_friction_slip,0.0000,0.0000,0.0000,0.7143,0.2857,0.2857,0.0000,0.0000,0.0000,253.6078,112,8
physics_violation_audit_v5,actuator_saturation,1.0000,0.2232,0.3650,0.2232,0.0000,0.2232,1.0000,0.0000,1.0000,157.0856,112,8
physics_violation_audit_v5,adversarial_compensated_violation,1.0000,0.5893,0.7416,0.5893,0.0000,0.5893,1.0000,0.0000,1.0000,329.7176,112,8
physics_violation_audit_v5,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,686.0939,112,8
physics_violation_audit_v5,contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,46.9493,112,8
physics_violation_audit_v5,energy_work_corruption,1.0000,0.2232,0.3650,0.2232,0.0000,0.2232,1.0000,0.0000,1.0000,152.6367,112,8
physics_violation_audit_v5,mixed_near_threshold,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,75.7414,112,8
physics_violation_audit_v5,nominal_valid,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.3592,112,8
