method,split,seed,episode,label,unsafe,score,threshold,flag,true_positive,false_positive,false_negative,true_negative,severity
no_causality_check,combined_violation_shift,7,6,1,1,443.781586,258.404134,1,1,0,0,0,1.0000
no_causality_check,combined_violation_shift,7,7,1,1,481.510828,258.404134,1,1,0,0,0,1.0000
no_causality_check,combined_violation_shift,7,8,1,1,1100.810588,258.404134,1,1,0,0,0,1.0000
no_causality_check,combined_violation_shift,7,9,1,1,494.903011,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,0,0,1,1,224.359698,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,0,1,1,1,103.747043,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,0,2,1,1,397.777593,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,0,3,1,1,568.422168,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,0,4,1,1,284.815095,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,0,5,1,1,190.833404,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,0,6,1,1,391.738508,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,0,7,1,1,200.979014,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,0,8,1,1,516.758622,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,0,9,1,1,231.224326,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,1,0,1,1,156.538657,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,1,1,1,1,228.921062,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,1,2,1,1,310.898193,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,3,1,1,425.783801,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,4,1,1,616.399585,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,5,1,1,333.042514,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,6,1,1,444.926769,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,7,1,1,481.592019,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,8,1,1,276.443099,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,1,9,1,1,286.348495,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,2,0,1,1,179.369373,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,2,1,1,1,187.507214,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,2,2,1,1,246.754791,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,2,3,1,1,330.025957,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,2,4,1,1,325.909625,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,2,5,1,1,592.305761,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,2,6,1,1,79.564776,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,2,7,1,1,263.234170,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,2,8,1,1,587.518100,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,2,9,1,1,545.243258,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,3,0,1,1,84.631752,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,3,1,1,1,242.938352,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,3,2,1,1,74.104720,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,3,3,1,1,383.931061,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,3,4,1,1,133.686666,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,3,5,1,1,198.101338,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,3,6,1,1,436.365229,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,3,7,1,1,349.794181,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,3,8,1,1,479.456962,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,3,9,1,1,557.257768,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,0,1,1,676.075070,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,1,1,1,475.281595,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,2,1,1,669.902439,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,3,1,1,578.828793,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,4,1,1,345.823001,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,5,1,1,184.967460,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,4,6,1,1,125.599777,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,4,7,1,1,383.991562,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,8,1,1,615.692027,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,4,9,1,1,293.588093,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,5,0,1,1,265.503385,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,5,1,1,1,116.023911,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,5,2,1,1,221.384434,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,5,3,1,1,223.133184,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,5,4,1,1,502.011977,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,5,5,1,1,196.594930,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,5,6,1,1,205.900339,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,5,7,1,1,124.718401,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,5,8,1,1,433.763125,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,5,9,1,1,66.857222,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,6,0,1,1,483.368511,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,6,1,1,1,238.957897,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,6,2,1,1,520.538999,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,6,3,1,1,230.406938,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,6,4,1,1,216.935429,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,6,5,1,1,442.012918,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,6,6,1,1,226.936502,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,6,7,1,1,392.418377,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,6,8,1,1,239.587514,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,6,9,1,1,307.645232,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,0,1,1,189.169735,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,7,1,1,1,380.905324,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,2,1,1,412.118656,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,3,1,1,271.552051,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,4,1,1,271.001011,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,5,1,1,391.451448,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,6,1,1,231.240911,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,7,7,1,1,242.218234,258.404134,0,0,0,1,0,1.0000
no_causality_check,adversarial_compensated_violation,7,8,1,1,548.930062,258.404134,1,1,0,0,0,1.0000
no_causality_check,adversarial_compensated_violation,7,9,1,1,331.202312,258.404134,1,1,0,0,0,1.0000
no_causality_check,mixed_near_threshold,0,0,1,1,199.630539,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,1,1,1,48.640835,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,2,1,1,102.979569,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,3,1,1,80.717588,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,4,1,1,27.012837,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,5,1,1,80.120916,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,6,1,1,32.207878,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,7,1,1,50.351677,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,8,1,1,196.067557,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,0,9,1,1,165.953808,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,0,1,1,45.535581,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,1,1,1,93.232344,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,2,1,1,25.805224,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,3,1,1,39.874813,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,4,1,1,108.358336,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,5,1,1,87.612941,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,6,1,1,44.977915,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,7,1,1,141.272615,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,8,1,1,34.926910,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,1,9,1,1,42.243422,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,0,1,1,110.271490,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,1,1,1,51.288766,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,2,1,1,28.399702,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,3,1,1,28.978443,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,4,1,1,104.256426,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,5,1,1,80.695658,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,6,1,1,53.383349,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,7,1,1,56.594993,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,8,1,1,84.977759,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,2,9,1,1,48.255820,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,0,1,1,23.157624,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,1,1,1,25.419386,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,2,1,1,61.911189,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,3,1,1,123.312337,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,4,1,1,44.624135,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,5,1,1,86.915167,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,6,1,1,33.983363,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,7,1,1,123.953575,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,8,1,1,38.812471,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,3,9,1,1,141.725064,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,0,1,1,159.299364,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,1,1,1,122.989979,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,2,1,1,76.709411,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,3,1,1,46.489222,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,4,1,1,31.849149,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,5,1,1,21.576553,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,6,1,1,30.635065,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,7,1,1,209.211419,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,8,1,1,61.394314,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,4,9,1,1,87.079519,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,0,1,1,28.064608,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,1,1,1,56.109229,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,2,1,1,44.540644,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,3,1,1,82.179459,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,4,1,1,151.873069,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,5,1,1,50.901678,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,6,1,1,177.468333,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,7,1,1,73.200785,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,8,1,1,70.024180,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,5,9,1,1,93.041821,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,0,1,1,38.127352,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,1,1,1,32.118805,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,2,1,1,24.123849,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,3,1,1,101.014367,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,4,1,1,42.471365,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,5,1,1,129.870930,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,6,1,1,122.048436,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,7,1,1,47.455297,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,8,1,1,27.724530,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,6,9,1,1,44.336867,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,0,1,1,110.306484,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,1,1,1,39.449525,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,2,1,1,60.874251,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,3,1,1,49.438950,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,4,1,1,75.851735,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,5,1,1,117.099761,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,6,1,1,30.335221,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,7,1,1,40.536578,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,8,1,1,165.221062,258.404134,0,0,0,1,0,1.0000
no_causality_check,mixed_near_threshold,7,9,1,1,32.689561,258.404134,0,0,0,1,0,1.0000
no_causality_check,rare_valid_bounce,0,0,0,0,158.918699,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,1,0,0,116.457900,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,2,0,0,194.656059,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,3,0,0,228.114301,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,4,0,0,149.216672,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,5,0,0,144.334943,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,6,0,0,204.939385,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,7,0,0,112.758703,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,8,0,0,243.628642,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,0,9,0,0,142.189011,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,0,0,0,185.143544,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,1,0,0,106.322743,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,2,0,0,170.144861,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,3,0,0,185.702843,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,4,0,0,202.490477,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,5,0,0,165.589731,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,6,0,0,183.102971,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,7,0,0,192.473204,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,8,0,0,135.926220,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,1,9,0,0,131.869779,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,0,0,0,108.917531,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,1,0,0,82.679387,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,2,0,0,87.902867,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,3,0,0,174.579363,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,4,0,0,136.798407,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,5,0,0,257.588882,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,6,0,0,92.499026,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,7,0,0,126.539591,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,8,0,0,233.843087,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,2,9,0,0,253.225285,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,0,0,0,115.820343,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,1,0,0,144.567605,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,2,0,0,85.177288,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,3,0,0,158.569049,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,4,0,0,190.353065,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,5,0,0,134.555526,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,6,0,0,240.885515,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,7,0,0,199.520026,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,8,0,0,231.130934,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,3,9,0,0,238.733406,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,0,0,0,301.027894,258.404134,1,0,1,0,0,1.0000
no_causality_check,rare_valid_bounce,4,1,0,0,199.485266,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,2,0,0,256.498685,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,3,0,0,273.893918,258.404134,1,0,1,0,0,1.0000
no_causality_check,rare_valid_bounce,4,4,0,0,151.653055,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,5,0,0,100.091515,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,6,0,0,194.339505,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,7,0,0,122.384612,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,8,0,0,246.707803,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,4,9,0,0,178.962473,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,0,0,0,109.368884,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,1,0,0,116.040483,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,2,0,0,140.732123,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,3,0,0,116.417460,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,4,0,0,293.567475,258.404134,1,0,1,0,0,1.0000
no_causality_check,rare_valid_bounce,5,5,0,0,70.530800,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,6,0,0,77.927170,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,7,0,0,127.731778,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,8,0,0,191.375994,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,5,9,0,0,95.984951,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,0,0,0,219.630702,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,1,0,0,140.310855,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,2,0,0,276.321470,258.404134,1,0,1,0,0,1.0000
no_causality_check,rare_valid_bounce,6,3,0,0,129.228487,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,4,0,0,142.935233,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,5,0,0,202.674124,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,6,0,0,125.263953,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,7,0,0,194.523213,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,8,0,0,131.311893,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,6,9,0,0,131.291588,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,0,0,0,153.801407,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,1,0,0,187.058211,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,2,0,0,190.906557,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,3,0,0,138.057982,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,4,0,0,120.476558,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,5,0,0,178.262199,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,6,0,0,106.958550,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,7,0,0,162.045133,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,8,0,0,239.120692,258.404134,0,0,0,0,1,1.0000
no_causality_check,rare_valid_bounce,7,9,0,0,157.484333,258.404134,0,0,0,0,1,1.0000
no_timestamp_guard,combined_violation_shift,0,0,1,1,1277.078125,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,1,1,1,714.180420,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,2,1,1,617.212280,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,3,1,1,545.581055,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,4,1,1,421.811737,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,5,1,1,480.117859,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,6,1,1,499.734100,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,7,1,1,925.223572,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,8,1,1,1095.662476,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,0,9,1,1,1100.894775,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,0,1,1,675.500854,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,1,1,1,739.731750,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,2,1,1,439.875977,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,3,1,1,496.025513,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,4,1,1,657.712524,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,5,1,1,549.596924,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,6,1,1,599.271790,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,7,1,1,872.068542,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,8,1,1,445.689972,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,1,9,1,1,491.635040,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,0,1,1,679.815735,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,1,1,1,559.572144,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,2,1,1,453.542053,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,3,1,1,539.254333,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,4,1,1,537.991333,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,5,1,1,507.726105,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,6,1,1,751.059082,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,7,1,1,411.890839,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,8,1,1,1179.821533,258.985274,1,1,0,0,0,1.0000
no_timestamp_guard,combined_violation_shift,2,9,1,1,621.984436,258.985274,1,1,0,0,0,1.0000
